tweet, sentimiento, negativa, neutral, positiva, defuzz, sent_defuzz, t_fuzz, t_defuzz, t_total
oh snap you work at at amp t don t you, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0005369186401367188, 0.00032019615173339844, 0.0008571147918701172
i really dont want at amp t phone service they suck when it comes to having a signal, Negativa, 0.3, 0.747, 0.0, 3.99, Neutra, 0.0009026527404785156, 0.0002689361572265625, 0.0011715888977050781
i say we just cut out the small talk at amp t s new slogan f__k you give us your money apologies to bob geldof, Negativa, 0.1, 0.909, 0.0, 4.81, Neutra, 0.0011670589447021484, 0.0003097057342529297, 0.0014767646789550781
pissed about at amp t s mid contract upgrade price for the iphone it s more i m not going to pay for something i thought was, Negativa, 0.2, 0.776, 0.1, 4.52, Neutra, 0.0009369850158691406, 0.0002703666687011719, 0.0012073516845703125
safari is fast even on my shitty at amp t tethering, Negativa, 0.3, 0.714, 0.0, 3.99, Neutra, 0.0006854534149169922, 0.00025916099548339844, 0.0009446144104003906
what is at amp t fucking up, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.00046825408935546875, 0.0002994537353515625, 0.0007677078247070312
at amp t dropped the ball and isn t supporting crap with the new iphone fail att sucks, Negativa, 0.4, 0.511, 0.1, 3.09, Negativa, 0.0008976459503173828, 0.00028061866760253906, 0.0011782646179199219
yay glad you got the phone still damn you at amp t, Negativa, 0.2, 0.468, 0.4, 5.12, Neutra, 0.0008053779602050781, 0.00032782554626464844, 0.0011332035064697266
talk is cheap bing that i ll stick with google, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0005862712860107422, 0.0003204345703125, 0.0009067058563232422
wtf is the point of deleting tweets if they can still be found in summize and searches twitter please fix that thanks and bye, Negativa, 0.1, 0.7, 0.2, 4.88, Neutra, 0.0010409355163574219, 0.0002760887145996094, 0.0013170242309570312
i love google translator too d good day mate, Positiva, 0.0, 0.413, 0.6, 7.67, Positiva, 0.0005898475646972656, 0.00021338462829589844, 0.0008032321929931641
reading on my new kindle, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0004191398620605469, 0.0002846717834472656, 0.0007038116455078125
my kindle came and i love it, Positiva, 0.0, 0.543, 0.5, 7.67, Positiva, 0.0004899501800537109, 0.00018644332885742188, 0.0006763935089111328
loving my new kindle named her kendra in case u were wondering the cookbook is the tool cuz it tells u all the tricks best gift evr, Positiva, 0.0, 0.627, 0.3, 5.26, Neutra, 0.0010666847229003906, 0.0002777576446533203, 0.001344442367553711
the real aig scandal, Negativa, 0.5, 0.508, 0.0, 1.67, Negativa, 0.0004909038543701172, 0.00022101402282714844, 0.0007119178771972656
obama is quite a good comedian check out his dinner speech on cnn very funny jokes, Positiva, 0.0, 0.488, 0.5, 7.67, Positiva, 0.000885009765625, 0.00020837783813476562, 0.0010933876037597656
barack obama shows his funny side gt gt great speech, Positiva, 0.0, 0.349, 0.7, 7.6, Positiva, 0.0007035732269287109, 0.00021600723266601562, 0.0009195804595947266
i like this guy barack obama shows his funny side gt gt, Positiva, 0.0, 0.422, 0.6, 7.67, Positiva, 0.0007333755493164062, 0.00022745132446289062, 0.0009608268737792969
obama s speech was pretty awesome last night, Positiva, 0.0, 0.407, 0.6, 7.67, Positiva, 0.0007424354553222656, 0.0002868175506591797, 0.0010292530059814453
reading bill clinton fail obama win, Positiva, 0.3, 0.354, 0.3, 4.61, Neutra, 0.0007479190826416016, 0.0002715587615966797, 0.0010194778442382812
obama more popular than u s among arabs survey president barack obama s popularity in leading arab countries, Positiva, 0.0, 0.677, 0.3, 5.26, Neutra, 0.000827789306640625, 0.0002675056457519531, 0.0010952949523925781
obama s got jokes haha just got to watch a bit of his after dinner speech from last night i m in love with mr president, Positiva, 0.0, 0.674, 0.3, 5.26, Neutra, 0.0010344982147216797, 0.0002963542938232422, 0.0013308525085449219
lebron james got in a car accident i guess just heard it on evening news wow i cant believe it will he be ok, Negativa, 0.1, 0.664, 0.2, 4.88, Neutra, 0.0010962486267089844, 0.00028252601623535156, 0.001378774642944336
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals, Positiva, 0.0, 0.833, 0.2, 4.98, Neutra, 0.0009360313415527344, 0.0003368854522705078, 0.0012729167938232422
no lebron is the best, Positiva, 0.2, 0.319, 0.4, 5.12, Neutra, 0.0005168914794921875, 0.00025916099548339844, 0.0007760524749755859
lebron is cool i like his personality he has good character, Positiva, 0.0, 0.476, 0.5, 7.67, Positiva, 0.0007510185241699219, 0.00022649765014648438, 0.0009775161743164062
watching lebron highlights damn that niggas good, Positiva, 0.4, 0.333, 0.2, 3.99, Neutra, 0.0006237030029296875, 0.00031566619873046875, 0.0009393692016601562
lebron is murdering shit, Positiva, 0.8, 0.202, 0.0, 1.86, Negativa, 0.0004811286926269531, 0.00020933151245117188, 0.000690460205078125
lebron is a monsta and he is only smh the world ain t ready, Positiva, 0.2, 0.676, 0.2, 4.61, Neutra, 0.0006847381591796875, 0.00024819374084472656, 0.0009329319000244141
when lebron is done in the nba he will probably be greater than kobe like u said kobe is good but there alot of good players, Positiva, 0.0, 0.693, 0.3, 5.26, Neutra, 0.0011267662048339844, 0.00027108192443847656, 0.001397848129272461
kobe is good bt lebron has my vote, Positiva, 0.0, 0.707, 0.3, 5.26, Neutra, 0.0005545616149902344, 0.0002541542053222656, 0.0008087158203125
kobe is the best in the world not lebron, Negativa, 0.0, 0.656, 0.3, 5.26, Neutra, 0.0005624294281005859, 0.0002658367156982422, 0.0008282661437988281
world cup access damn that s a good look, Positiva, 0.3, 0.472, 0.3, 4.61, Neutra, 0.0006928443908691406, 0.0003204345703125, 0.0010132789611816406
just bought my tickets for the fifa world cup in south africa its going to be a great summer, Positiva, 0.0, 0.806, 0.2, 4.98, Neutra, 0.0008227825164794922, 0.00030875205993652344, 0.0011315345764160156
i have to go to booz allen hamilton for a hr meeting but then i get to go home, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0007371902465820312, 0.0003566741943359375, 0.0010938644409179688
the great indian tamasha truly will unfold from may the result day for indian general election, Positiva, 0.0, 0.667, 0.3, 5.26, Neutra, 0.0008828639984130859, 0.0002732276916503906, 0.0011560916900634766
i have the kindle i ve seen pictures of the dx but haven t seen it in person i love my kindle i m on it everyday, Positiva, 0.1, 0.696, 0.2, 4.88, Neutra, 0.0008816719055175781, 0.00026345252990722656, 0.0011451244354248047
such an awesome idea the continual learning program with a kindle, Positiva, 0.0, 0.687, 0.3, 5.26, Neutra, 0.0005795955657958984, 0.00028514862060546875, 0.0008647441864013672
ooooh what model are you getting i have the d and love love love love it, Positiva, 0.0, 0.373, 0.6, 7.67, Positiva, 0.00091552734375, 0.0002560615539550781, 0.0011715888977050781
the times of india the wonder that is india s election, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0005815029144287109, 0.0003223419189453125, 0.0009038448333740234
good video from google on using search options, Positiva, 0.0, 0.707, 0.3, 5.26, Neutra, 0.0005578994750976562, 0.00034499168395996094, 0.0009028911590576172
lol ah my skin is itchy damn lawnmowing, Negativa, 0.4, 0.397, 0.2, 3.99, Neutra, 0.0006418228149414062, 0.00025916099548339844, 0.0009009838104248047
itchy back dont ya hate it, Negativa, 0.2, 0.44, 0.3, 4.79, Neutra, 0.0005156993865966797, 0.00020694732666015625, 0.0007226467132568359
stanford charity fashion show a top draw, Positiva, 0.0, 0.465, 0.5, 7.67, Positiva, 0.0005395412445068359, 0.00023603439331054688, 0.0007755756378173828
stanford university s facebook profile is one of the most popular official university pages, Positiva, 0.0, 0.795, 0.2, 4.98, Neutra, 0.0007851123809814453, 0.0002930164337158203, 0.0010781288146972656
lyx is cool, Positiva, 0.0, 0.465, 0.5, 7.67, Positiva, 0.0004935264587402344, 0.0002243518829345703, 0.0007178783416748047
sooo dissapointed they sent danny gokey home you still rock danny my hometown hero yeah milrockee, Positiva, 0.0, 0.707, 0.3, 5.26, Neutra, 0.0008766651153564453, 0.0003311634063720703, 0.0012078285217285156
rt american idol fashion adam lambert tones down danny gokey cute, Positiva, 0.0, 0.769, 0.2, 4.98, Neutra, 0.0007097721099853516, 0.00026607513427734375, 0.0009758472442626953
i love you danny gokey, Positiva, 0.0, 0.417, 0.6, 7.67, Positiva, 0.0003781318664550781, 0.00020694732666015625, 0.0005850791931152344
so tired i didn t sleep well at all last night, Negativa, 0.3, 0.569, 0.2, 4.11, Neutra, 0.0005724430084228516, 0.00021195411682128906, 0.0007843971252441406
boarding plane for san francisco in hour hr flight blech, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0005528926849365234, 0.0003039836883544922, 0.0008568763732910156
bonjour san francisco my back hurts from last night, Negativa, 0.3, 0.721, 0.0, 3.99, Neutra, 0.0005931854248046875, 0.00024390220642089844, 0.0008370876312255859
with my best girl for a few more hours in san francisco mmmmmfamily is wonderful, Positiva, 0.0, 0.603, 0.4, 5.87, Neutra, 0.0009000301361083984, 0.0002923011779785156, 0.001192331314086914
f up big or go home aig, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0005936622619628906, 0.0003941059112548828, 0.0009877681732177734
went to see the star trek movie last night very satisfying, Positiva, 0.0, 0.752, 0.2, 4.98, Neutra, 0.0008394718170166016, 0.0003006458282470703, 0.0011401176452636719
i can t wait going to see star trek tonight, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0005645751953125, 0.00038051605224609375, 0.0009450912475585938
star trek was as good as everyone said, Positiva, 0.0, 0.707, 0.3, 5.26, Neutra, 0.0005629062652587891, 0.0002505779266357422, 0.0008134841918945312
am loving new malcolm gladwell book outliers, Positiva, 0.0, 0.606, 0.4, 5.87, Neutra, 0.0005092620849609375, 0.0002720355987548828, 0.0007812976837158203
i highly recommend malcolm gladwell s the tipping point my next audiobook will probably be one of his as well, Positiva, 0.0, 0.766, 0.2, 4.98, Neutra, 0.00081634521484375, 0.0002589225769042969, 0.0010752677917480469
malcolm gladwell is a genius at tricking people into not realizing he s a fucking idiot, Negativa, 0.2, 0.701, 0.1, 4.52, Neutra, 0.00072479248046875, 0.00025916099548339844, 0.0009839534759521484
hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down cant read his shit, Negativa, 0.4, 0.486, 0.1, 3.09, Negativa, 0.0009796619415283203, 0.00027251243591308594, 0.0012521743774414062
rt great article by malcolm gladwell, Positiva, 0.0, 0.549, 0.5, 7.67, Positiva, 0.0004985332489013672, 0.0002682209014892578, 0.000766754150390625
i seriously underestimated malcolm gladwell i want to meet this dude, Positiva, 0.3, 0.541, 0.1, 3.99, Neutra, 0.0006117820739746094, 0.00025081634521484375, 0.0008625984191894531
i hate comcast right now everything is down cable internet amp phone ughh what am i to do, Negativa, 0.2, 0.802, 0.0, 4.52, Neutra, 0.0007569789886474609, 0.00027298927307128906, 0.00102996826171875
comcast sucks, Negativa, 0.7, 0.286, 0.0, 1.86, Negativa, 0.00043654441833496094, 0.00022530555725097656, 0.0006618499755859375
the day i never have to deal with comcast again will rank as one of the best days of my life, Negativa, 0.0, 0.819, 0.2, 4.98, Neutra, 0.0009167194366455078, 0.0003199577331542969, 0.0012366771697998047
did comcast fail again, Negativa, 0.5, 0.462, 0.0, 1.67, Negativa, 0.0004971027374267578, 0.00023484230041503906, 0.0007319450378417969
curses the twitter api limit, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0004124641418457031, 0.0002841949462890625, 0.0006966590881347656
now i can see why dave winer screams about lack of twitter api its limitations and access throttles, Negativa, 0.2, 0.769, 0.0, 4.52, Neutra, 0.0008387565612792969, 0.00025725364685058594, 0.0010960102081298828
arg twitter api is making me crazy, Negativa, 0.3, 0.714, 0.0, 3.99, Neutra, 0.0005970001220703125, 0.0002574920654296875, 0.0008544921875
i m really loving the new search site wolfram alpha makes google seem so quaint, Positiva, 0.0, 0.741, 0.3, 5.26, Neutra, 0.0006663799285888672, 0.00024437904357910156, 0.0009107589721679688
wolfram alpha sucks even for researchers the information provided is less than you can get from google or wikipedia totally useless, Negativa, 0.2, 0.773, 0.0, 4.52, Neutra, 0.0010111331939697266, 0.0002849102020263672, 0.0012960433959960938
off to the nike factory, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0004792213439941406, 0.00030112266540527344, 0.0007803440093994141
new nike muppet commercials are pretty cute why do we live together again, Positiva, 0.0, 0.64, 0.4, 5.87, Neutra, 0.0007338523864746094, 0.0003540515899658203, 0.0010879039764404297
oh those are awesome i so wish they weren t owned by nike, Negativa, 0.0, 0.542, 0.5, 7.67, Positiva, 0.0007567405700683594, 0.00035858154296875, 0.0011153221130371094
awesome seeing the show friday at the shoreline amphitheatre never seen nin before can t wait, Positiva, 0.0, 0.773, 0.2, 4.98, Neutra, 0.0006716251373291016, 0.00026416778564453125, 0.0009357929229736328
arhh it s weka bug and i spent almost two hours to find that out crappy me, Negativa, 0.2, 0.795, 0.0, 4.52, Neutra, 0.00083160400390625, 0.0002911090850830078, 0.0011227130889892578
hey bud np i do so love my d although i d love a d mkii more, Positiva, 0.0, 0.413, 0.6, 7.67, Positiva, 0.0007250308990478516, 0.000232696533203125, 0.0009577274322509766
just got us a d for the office d, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.00049591064453125, 0.0003228187561035156, 0.0008187294006347656
just picked up my new canon d it s beautiful prepare for some seriously awesome photography, Positiva, 0.1, 0.531, 0.4, 5.67, Neutra, 0.0009174346923828125, 0.0002856254577636719, 0.0012030601501464844
just got my new toy canon d love love love it, Positiva, 0.0, 0.357, 0.6, 7.67, Positiva, 0.0007364749908447266, 0.0002620220184326172, 0.0009984970092773438
learning about lambda calculus, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0005013942718505859, 0.00031757354736328125, 0.0008189678192138672
i m moving to east palo alto, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0004868507385253906, 0.000316619873046875, 0.0008034706115722656
atebits i just finished watching your stanford iphone class session i really appreciate it you rock, Positiva, 0.0, 0.813, 0.2, 4.98, Neutra, 0.0007712841033935547, 0.00027489662170410156, 0.0010461807250976562
hi just saw your stanford talk and really liked your advice just saying hi from singapore yes the videos do get around, Positiva, 0.0, 0.775, 0.2, 4.98, Neutra, 0.0009255409240722656, 0.00034880638122558594, 0.0012743473052978516
lakers tonight let s go, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0003943443298339844, 0.0002770423889160156, 0.00067138671875
will the lakers kick the nuggets ass tonight, Positiva, 0.3, 0.667, 0.0, 3.99, Neutra, 0.0006773471832275391, 0.00034809112548828125, 0.0010254383087158203
oooooooh north korea is in troubleeeee, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0006914138793945312, 0.0003399848937988281, 0.0010313987731933594
wat the heck is north korea doing they just conducted powerful nuclear tests follow the link, Negativa, 0.0, 0.843, 0.2, 4.98, Neutra, 0.0008876323699951172, 0.00029730796813964844, 0.0011849403381347656
listening to obama friggin north korea, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0016930103302001953, 0.0003464221954345703, 0.0020394325256347656
i just realized we three monkeys in the white obama biden pelosi sarah palin, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0006587505340576172, 0.00030541419982910156, 0.0009641647338867188
pelosi should stay in china and never come back, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0004982948303222656, 0.0002849102020263672, 0.0007832050323486328
nancy pelosi gave the worst commencement speech i ve ever heard yes i m still bitter about this, Negativa, 0.3, 0.556, 0.1, 3.99, Neutra, 0.0008580684661865234, 0.0002434253692626953, 0.0011014938354492188
ugh the amount of times these stupid insects have bitten me grr, Negativa, 0.4, 0.617, 0.0, 3.09, Negativa, 0.0006735324859619141, 0.0002582073211669922, 0.0009317398071289062
prettiest insects ever pink katydids, Positiva, 0.0, 0.519, 0.5, 7.67, Positiva, 0.00046896934509277344, 0.00021457672119140625, 0.0006835460662841797
just got barraged by a horde of insects hungry for my kitchen light so scary, Negativa, 0.2, 0.76, 0.0, 4.52, Neutra, 0.0017518997192382812, 0.00030040740966796875, 0.00205230712890625
just had mcdonalds for dinner d it was goooood big mac meal, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0006480216979980469, 0.0003266334533691406, 0.0009746551513671875
ahh yes lol ima tell my hubby to go get me sum mcdonalds, Positiva, 0.0, 0.667, 0.3, 5.26, Neutra, 0.0007843971252441406, 0.00027561187744140625, 0.0010600090026855469
stopped to have lunch at mcdonalds chicken nuggetssss yummmmmy, Positiva, 0.2, 0.808, 0.0, 4.52, Neutra, 0.0005483627319335938, 0.0002505779266357422, 0.0007989406585693359
could go for a lot of mcdonalds i mean a lot, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0004973411560058594, 0.0003063678741455078, 0.0008037090301513672
my exam went good your prayers worked, Positiva, 0.0, 0.674, 0.3, 5.26, Neutra, 0.0017385482788085938, 0.0003151893615722656, 0.0020537376403808594
only one exam left and i am so happy for it d, Positiva, 0.0, 0.655, 0.3, 5.26, Neutra, 0.0007109642028808594, 0.0002765655517578125, 0.0009875297546386719
math review im going to fail the exam, Negativa, 0.3, 0.667, 0.0, 3.99, Neutra, 0.0019752979278564453, 0.0002846717834472656, 0.002259969711303711
colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly, Negativa, 0.1, 0.669, 0.2, 4.88, Neutra, 0.0012123584747314453, 0.00034356117248535156, 0.0015559196472167969
obviously not siding with cheney here, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0004992485046386719, 0.00034809112548828125, 0.0008473396301269531
absolutely hilarious from, Positiva, 0.0, 0.401, 0.6, 7.67, Positiva, 0.0005044937133789062, 0.00025773048400878906, 0.0007622241973876953
i never did thank you for including me in your top twitter authors you rock amp i new wave d, Positiva, 0.1, 0.793, 0.1, 4.81, Neutra, 0.0009615421295166016, 0.0003075599670410156, 0.0012691020965576172
rt awesome jquery reference book for coda webdesign, Positiva, 0.0, 0.631, 0.4, 5.87, Neutra, 0.0005583763122558594, 0.00026607513427734375, 0.0008244514465332031
i ve been sending e mails like crazy today to my contacts does anyone have a contact at goodby silverstein i d love to speak to them, Positiva, 0.1, 0.676, 0.2, 4.88, Neutra, 0.0008997917175292969, 0.0002589225769042969, 0.0011587142944335938
goodby silverstein s new site i enjoy it, Positiva, 0.0, 0.61, 0.4, 5.87, Neutra, 0.0006618499755859375, 0.00028514862060546875, 0.0009469985961914062
wow everyone at the google i o conference got free g s with a month of unlimited service, Positiva, 0.0, 0.608, 0.4, 5.87, Neutra, 0.0007600784301757812, 0.00028896331787109375, 0.001049041748046875
dood i got a free google android phone at the i o conference the g, Positiva, 0.0, 0.732, 0.3, 5.26, Neutra, 0.0005486011505126953, 0.00023221969604492188, 0.0007808208465576172
the g is amazing btw a huge improvement over the g, Positiva, 0.0, 0.355, 0.6, 7.67, Positiva, 0.0006093978881835938, 0.00021791458129882812, 0.0008273124694824219
html demos lots of great stuff to come yes i m excited io googleio, Positiva, 0.0, 0.495, 0.5, 7.67, Positiva, 0.0008599758148193359, 0.0002415180206298828, 0.0011014938354492188
yay happy place place place i love google, Positiva, 0.0, 0.261, 0.7, 7.6, Positiva, 0.0005807876586914062, 0.00023651123046875, 0.0008172988891601562
googleio o d bringing d graphics to the browser very nice tbh funfun, Positiva, 0.0, 0.744, 0.3, 5.26, Neutra, 0.0007817745208740234, 0.0002815723419189453, 0.0010633468627929688
awesome viral marketing for funny people, Positiva, 0.0, 0.364, 0.6, 7.67, Positiva, 0.0005815029144287109, 0.00022459030151367188, 0.0008060932159423828
saw night at the museum out of sheer desperation who is funding these movies, Negativa, 0.2, 0.812, 0.0, 4.52, Neutra, 0.0007734298706054688, 0.0002663135528564453, 0.001039743423461914
night at the museum pretty furkin good, Positiva, 0.0, 0.45, 0.6, 7.67, Positiva, 0.0006127357482910156, 0.00020694732666015625, 0.0008196830749511719
watching night at the museum giggling, Positiva, 0.0, 0.667, 0.3, 5.26, Neutra, 0.0004928112030029297, 0.00024247169494628906, 0.0007352828979492188
back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh, Negativa, 0.0, 0.893, 0.1, 4.91, Neutra, 0.000762939453125, 0.0002951622009277344, 0.0010581016540527344
just watched night at the museum so stinkin cute, Positiva, 0.0, 0.709, 0.3, 5.26, Neutra, 0.0006680488586425781, 0.00026607513427734375, 0.0009341239929199219
so night at the museum was awesome much better than part next weekend we ll see up, Positiva, 0.0, 0.682, 0.3, 5.26, Neutra, 0.0009398460388183594, 0.0003037452697753906, 0.00124359130859375
saw the new night at the museum and i loved it next is to go see up in d, Positiva, 0.0, 0.804, 0.2, 4.98, Neutra, 0.0007898807525634766, 0.00026106834411621094, 0.0010509490966796875
it is a shame about gm what if they are forced to make only cars the white house thinks will sell what do you think, Negativa, 0.2, 0.783, 0.0, 4.52, Neutra, 0.0010209083557128906, 0.00026345252990722656, 0.0012843608856201172
as u may have noticed not too happy about the gm situation nor aig lehman et al, Negativa, 0.2, 0.833, 0.0, 4.52, Neutra, 0.0007700920104980469, 0.0002617835998535156, 0.0010318756103515625
gm good riddance sad though, Negativa, 0.3, 0.333, 0.3, 4.61, Neutra, 0.0005462169647216797, 0.0002789497375488281, 0.0008251667022705078
i will never buy a government motors vehicle until just recently i drove gm cars since when i bought a, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0007388591766357422, 0.00034117698669433594, 0.0010800361633300781
having the old coca cola guy on the gm board is stupid has heck tcot ala, Negativa, 0.2, 0.815, 0.0, 4.52, Neutra, 0.0008347034454345703, 0.0002720355987548828, 0.0011067390441894531
rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw, Negativa, 0.2, 0.619, 0.2, 4.61, Neutra, 0.0008704662322998047, 0.0002541542053222656, 0.0011246204376220703
give a man a fish u feed him for the day teach him to fish u feed him for life buy him gm and u f k him over for good, Negativa, 0.0, 0.888, 0.1, 4.91, Neutra, 0.0007851123809814453, 0.0002956390380859375, 0.0010807514190673828
the more i hear about this gm thing the more angry i get billions wasted more bullshit all for something like k employees and all the, Negativa, 0.3, 0.587, 0.1, 3.99, Neutra, 0.00093841552734375, 0.00030112266540527344, 0.0012395381927490234
i own a gm car and it is junk as far as quality compared to a honda, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0006532669067382812, 0.0003559589385986328, 0.001009225845336914
sad day bankrupt gm, Negativa, 0.8, 0.23, 0.0, 1.86, Negativa, 0.0005195140838623047, 0.00022482872009277344, 0.0007443428039550781
is upset about the whole gm thing life as i know it is so screwed up, Negativa, 0.3, 0.659, 0.0, 3.99, Neutra, 0.0007917881011962891, 0.00031828880310058594, 0.001110076904296875
whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs, Negativa, 0.3, 0.719, 0.0, 3.99, Neutra, 0.0011677742004394531, 0.0002827644348144531, 0.0014505386352539062
wftb joining a bit late my connection was down boo time warner, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0006511211395263672, 0.00032782554626464844, 0.0009789466857910156
cox or time warner cox is cheaper and gets a b on dslreports tw is more expensive and gets a c, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0007538795471191406, 0.000308990478515625, 0.0010628700256347656
i am furious with time warner and their phone promotions, Negativa, 0.3, 0.684, 0.0, 3.99, Neutra, 0.0005407333374023438, 0.00023627281188964844, 0.0007770061492919922
just got home from chick fil a with the boys damn my internets down stupid time warner, Negativa, 0.3, 0.697, 0.0, 3.99, Neutra, 0.0007843971252441406, 0.0002453327178955078, 0.0010297298431396484
could time warner cable suck more no, Negativa, 0.5, 0.481, 0.0, 1.67, Negativa, 0.0006225109100341797, 0.00023436546325683594, 0.0008568763732910156
pissed at time warner for causin me to have slow internet problems, Negativa, 0.4, 0.592, 0.0, 3.09, Negativa, 0.0006585121154785156, 0.00027251243591308594, 0.0009310245513916016
ummm having some time warner problems, Negativa, 0.4, 0.649, 0.0, 3.09, Negativa, 0.0006060600280761719, 0.0002853870391845703, 0.0008914470672607422
you guys see this why does time warner have to suck so much ass really wish i could get u verse at my apartment, Negativa, 0.2, 0.663, 0.1, 4.52, Neutra, 0.001116037368774414, 0.00030684471130371094, 0.001422882080078125
rt the upside to time warner unhelpful phone operators superslow on site service crap that s not an upside, Negativa, 0.1, 0.867, 0.0, 4.81, Neutra, 0.0008909702301025391, 0.00030541419982910156, 0.0011963844299316406
rt new time warner slogan time warner where we make you long for the days before cable, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0008587837219238281, 0.00032711029052734375, 0.0011858940124511719
confirmed it s time warner s fault not facebook s that fb is taking about minutes to load so tempted to switch to verizon, Negativa, 0.1, 0.881, 0.0, 4.81, Neutra, 0.0009131431579589844, 0.0003006458282470703, 0.0012137889862060547
time warner epic fail, Negativa, 0.5, 0.462, 0.0, 1.67, Negativa, 0.0006425380706787109, 0.00034809112548828125, 0.0009906291961669922
i know how sad is that rt st day of hurricane season that s less scarey than govt taking over gm, Negativa, 0.2, 0.755, 0.0, 4.52, Neutra, 0.0009617805480957031, 0.0003001689910888672, 0.0012619495391845703
gm files bankruptcy not a good sign, Negativa, 0.3, 0.675, 0.0, 3.99, Neutra, 0.0005934238433837891, 0.00026035308837890625, 0.0008537769317626953
yankees won mets lost its a good day, Positiva, 0.2, 0.31, 0.5, 5.26, Neutra, 0.0006871223449707031, 0.0002636909484863281, 0.0009508132934570312
my dentist appt today was actually quite enjoyable, Positiva, 0.0, 0.687, 0.3, 5.26, Neutra, 0.0006010532379150391, 0.0002636909484863281, 0.0008647441864013672
i hate the effing dentist, Negativa, 0.6, 0.448, 0.0, 1.72, Negativa, 0.0004525184631347656, 0.00024247169494628906, 0.0006949901580810547
i hate going to the dentist, Negativa, 0.5, 0.519, 0.0, 1.67, Negativa, 0.0004894733428955078, 0.00022912025451660156, 0.0007185935974121094
i hate the dentist who invented them anyways, Negativa, 0.4, 0.619, 0.0, 3.09, Negativa, 0.0004551410675048828, 0.00024390220642089844, 0.0006990432739257812
this dentist s office is cold, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0004303455352783203, 0.0002989768981933594, 0.0007293224334716797
just applied at safeway yeeeee, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0004744529724121094, 0.0003178119659423828, 0.0007922649383544922
safeway place is a nightmare right now bumming, Negativa, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0005216598510742188, 0.00030159950256347656, 0.0008232593536376953
hate safeway select green tea icecream bought two cartons what a waste of money gt _ lt, Negativa, 0.3, 0.583, 0.1, 3.99, Neutra, 0.0007548332214355469, 0.00023293495178222656, 0.0009877681732177734
nike rocks i m super grateful for what i ve done with them amp the european division of nike is beyond, Positiva, 0.0, 0.699, 0.3, 5.26, Neutra, 0.0008225440979003906, 0.0002834796905517578, 0.0011060237884521484
have you tried nike v addictive, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0005230903625488281, 0.0003178119659423828, 0.0008409023284912109
the nike training club beta iphone app looks very interesting, Positiva, 0.0, 0.75, 0.2, 4.98, Neutra, 0.0006597042083740234, 0.0002734661102294922, 0.0009331703186035156
argghhhh why won t my jquery appear in safari bad safari, Negativa, 0.2, 0.526, 0.2, 4.61, Neutra, 0.0006866455078125, 0.00029921531677246094, 0.000985860824584961
i m ready to drop the pretenses i am forever in love with jquery and i want to marry it sorry ladies this nerd is jquery spokenfor js, Positiva, 0.2, 0.57, 0.3, 4.79, Neutra, 0.0013394355773925781, 0.00033783912658691406, 0.0016772747039794922
super investors a great weekend read here from warren buffet oldie but a goodie, Positiva, 0.0, 0.667, 0.3, 5.26, Neutra, 0.0007314682006835938, 0.0002701282501220703, 0.001001596450805664
